country;year;ec8contt;ec9contc;ec14credg;ec15finaf;ec16openi;ec21grokg;ec22grosa;ec23grofkf;ec24grofkp;ec26hwork;ec27laboe;ec28laboh;in1fdiif;in2fdiof;in4fdiis;in5fdios;i7roadp;i8carrd;sc8ginii;di1royag;di2tradmc;di6patecap;di7articap;di17royarg;di18patnrc;di19tradnrc;di20htexp;es1enrop;es2enros;es3enrot;es10schom;es12educe;es14teacr;es19unemp;es20unems;es21unemt;i3teler;i4elecc;i5inteu;i6telecap;in6expog;in7impog;is6empla;is7empli;is8empls;is17valua;is18valui;is19valum;is20valus;is6empla;is7empli;is8empls;is17valua;is18valui;is19valum;is20valus;in6expog;in7impog
Colombia;2003;-1384,733333;-53,13986411;39,72838211;70;0,339605063;18,64528656;15,56113148;18,1104393;11,69021799;1956;20126,38086;10,28956032;1,876169682;1,022532344;22,39886284;4,787618637;16,13650705;4,119015217;57,2427308;0,000823751;364,6269836;0,239570937;7,79E-06;0,006522999;27,2690633;156,2721252;6,502654552;117,960144;73,91569519;24,61542511;7,036039936;4,4637537;-26,81982231;64,09999847;51,6071507;13,19999981;4,044643402;872,7329712;7,388923645;336,2251587;16,9626255;20,04677963;21,10000038;18,60000038;60,20000076;8,725577354;31,31802559;15,57664776;59,95639801;21,10000038;18,60000038;60,20000076;8,725577354;31,31802559;15,57664776;59,95639801;16,9626255;20,04677963
Colombia;2004;-1510;-52,59999847;39,88109589;70;0,336234659;19,41323853;17,28630829;18,80168724;12,51467159;1956;20686,75;10,5760498;2,650559902;0,125204057;21,78299904;3,829711437;16,4222478;3,613736153;56,24439621;0,0007231;399,1281738;0,235877408;8,44E-06;0,006648162;22,25385186;143,8144531;5,596098423;119,0899887;78,30758667;27,53370667;7,010510467;4,197957516;-27,9517231;78,30000305;37,02302306;18,79999924;4,24646616;907,1137695;9,118690491;424,3258667;17,12105179;19,24798203;20,29999924;19,70000076;60,09999847;8,462888718;32,23310089;15,59724522;59,30400848;20,29999924;19,70000076;60,09999847;8,462888718;32,23310089;15,59724522;59,30400848;17,12105179;19,24798203
Colombia;2005;-1346;-52,59999847;38,25324249;70;0,344490409;20,22009659;18,44675064;19,65933418;13,58801758;1956;21041,88086;10,75761032;7,090846062;3,224457979;25,52429771;6,165946007;14,86542815;3,765338898;57,73197766;0,000816774;463,0510864;0,162604479;9,29E-06;0,006873296;42,4107646;186,9719238;4,915934086;119,9742432;82,47907257;30,01277161;7,109099865;4,049880981;-28,34838867;78;37,86409865;19,5;4,380826473;902,454834;11,00726414;685,9306641;17,01181221;18,78515816;22,39999962;18,79999924;58,79999924;8,390809059;32,63912964;15,31023979;58,97006226;22,39999962;18,79999924;58,79999924;8,390809059;32,63912964;15,31023979;58,97006226;17,01181221;18,78515816
Colombia;2006;-1346;-52,59999847;40,22836685;60;0,370818317;22,12212372;19,25665474;21,33329582;14,47084621;1956;23142,24023;11,83141041;4,099868298;0,676513672;27,858675;6,167695045;15,11849714;4,004302979;52,56679988;0,000780982;495,8072205;0,114404735;1,31E-05;0,00698648;31,10744772;192,1999512;4,019825935;119,9639206;86,09487915;31,9333744;6,681626778;3,899159193;-28,18321609;76,40000153;39,10252766;19,39999962;3,887323618;951,961792;15,3416748;860,8480225;17,75408936;20,61955833;19,39999962;19,29999924;61;8,096356392;33,85502625;15,83059502;58,04861832;19,39999962;19,29999924;61;8,096356392;33,85502625;15,83059502;58,04861832;17,75408936;20,61955833
Colombia;2007;-1346;-52,59999847;41,55839157;60;0,373826206;22,66366196;19,4086113;22,09051704;15,80762863;1956;24311,94922;12,42942047;4,354849339;0,439277977;27,16666222;5,258208275;15,66337341;4,190133572;60,82428647;0,000904296;540,8994751;0,067629337;1,39E-05;0,008075996;41,93019104;222,635788;2,879914045;119,959137;89,10426331;32,98241425;6,974974844;4,051495075;-29,51973915;76,59999847;36,91853146;20,60000038;3,931326151;976,7480469;27,80000114;944,0343628;16,68745995;19,94251251;18,39999962;19,60000038;61,90000153;7,939423084;33,81432343;15,98862839;58,24625397;18,39999962;19,60000038;61,90000153;7,939423084;33,81432343;15,98862839;58,24625397;16,68745995;19,94251251
Colombia;2008;-1346;-52,59999847;43,13830948;60;0,391694814;22,86691093;20,59665298;20,86141205;14,50755355;1956;24404,33984;12,47665977;4,341907024;0,924735248;27,59990501;5,407214642;17,67888223;4,162925243;59,3845237;0,001079072;532,1236572;0,266595009;1,30E-05;0,01218958;34,16861023;286,2072163;3,754175425;119,8743057;90,57843018;35,35810471;6,755671938;3,93746686;-29,39569855;76,21699807;36,75955897;21,38683911;3,678231478;1135,149622;38,49999619;1097,894165;18,17471886;20,44497681;16,92068492;20,43405341;62,67125726;7,691009521;34,86460495;14,90967178;57,44438553;16,92068492;20,43405341;62,67125726;7,691009521;34,86460495;14,90967178;57,44438553;18,17471886;20,44497681
CostaRica;1985;-894,2;-54,93018572;32,26317215;53,46666667;0,416147918;13,75140572;12,15128326;18,94116402;10,03179836;1862,653152;34934,73891;29,50112647;1,401284337;0,094296366;15,68967533;0,541702569;11,56297754;3,149776697;44,83963369;0,002001406;1009,283397;0,741123927;1,87E-05;0,004169595;25,3193499;711,3537001;18,92362743;99,14130402;39,79144287;11,73884882;6,805699825;3,377276182;-31,48334122;77,54589288;12,787634;7,346061478;1,878382444;1021,639343;0;77,79207611;27,12023163;28,72035408;27,29999924;20,89999962;51;11,8582468;33,1016655;25,12483406;55,04008865;27,29999924;20,89999962;51;11,8582468;33,1016655;25,12483406;55,04008865;27,12023163;28,72035408
CostaRica;1986;-915,2666667;-55,69296782;31,51734924;54,26666667;0,4052867;16,07099915;16,1424427;18,32754707;10,36819267;1859,943994;36383,29127;30,51512065;1,088609576;0,064331219;15,06310558;0,546815395;13,94036044;3,029500961;43,20000076;0,00144216;455,5070801;0;1,59E-05;0,003651037;19,47536278;300,4255066;15,44432433;103,0250035;41,96906062;10,57305461;7,012799415;4,69019656;-31,07249372;74,56606494;14,601824;6,577848371;1,707743049;1128,489014;0;77,43476105;27,02579498;26,95434952;26,89999962;22,89999962;49,29999924;13,20240498;31,92923546;24,41552544;54,86835861;26,89999962;22,89999962;49,29999924;13,20240498;31,92923546;24,41552544;54,86835861;27,02579498;26,95434952
CostaRica;1987;-895,7333333;-53,72708482;30,02499008;52;0,441194057;19,53554344;15,48125839;19,25333023;11,93087387;1861,152982;35238,86303;29,14039886;1,632564068;0,078139693;16,26964188;0,60948956;13,37215592;3,23037219;44,63117153;0,001472317;497,8986816;0,351127426;1,69E-05;0;11,58720493;322,3349609;16,8519869;102,2684449;44,5933585;11,14141724;6,968919085;5,008467788;-29,54835117;72,5;18,29999924;5;1,813728929;1157,667114;0;84,42648315;26,6787014;30,73298645;28,10000038;24,70000076;46,40000153;13,50152493;31,34032249;24,03436279;55,15815353;28,10000038;24,70000076;46,40000153;13,50152493;31,34032249;24,03436279;55,15815353;26,6787014;30,73298645
CostaRica;1988;-909,2;-53,95291308;27,55931854;51,4;0,452991843;17,92206383;15,69724369;18,23053741;11,26843357;1857,497902;33390,57429;29,23051725;2,100667715;0,015352765;18,08383751;0,614110589;14,50836244;3,693435192;48,59001927;0,001253348;509,5572815;0,683969517;1,88E-05;0;12,99542046;343,6946716;15,61032587;104,770428;45,44914871;11,30334295;7,083621284;5,079288369;-29,82621101;73,59999847;18,20000076;5,300000191;1,934406996;1145,648926;0;87,72627258;29,34847641;31,5732975;28,10000038;24;47,09999847;13,02873802;31,53069115;24,48150826;55,44057083;28,10000038;24;47,09999847;13,02873802;31,53069115;24,48150826;55,44057083;29,34847641;31,5732975
CostaRica;1989;-890,5333333;-52,01037553;24,63954926;55;0,471715033;17,74297714;13,9220295;18,78494453;12,20575809;1852,905653;34298,5551;29,62501871;1,524187922;0,090366863;17,49049568;0,632568061;16,40100264;3,798836231;47,90000153;0,001456367;694,4539185;0,333231242;1,83E-05;0;8,997243881;442,5310974;16,94024031;103,1606474;44,22220913;12,1861566;7,020908372;4,582176158;-29,23210405;74,69999695;14,69999981;5,699999809;2,046921492;1090,332642;0;90,63890076;30,26984406;34,09079361;26,20000076;26,20000076;46,59999847;12,4159565;31,5945797;23,95710182;55,98946381;26,20000076;26,20000076;46,59999847;12,4159565;31,5945797;23,95710182;55,98946381;30,26984406;34,09079361
CostaRica;1990;-866,6;-51,06599659;24,3293438;51,4;0,473927438;18,47804832;12,41517258;20,10244942;13,6354723;1857,380284;32916,91518;29,29421528;2,238744974;0,028949289;18,24769211;0,607935071;15,30000019;4,060697556;47,59999847;0,001229155;1410,198975;0,649711581;1,75E-05;0,016208643;13,31908703;1071,699219;17,5656466;101,8909988;43,03311539;12,11230864;7,246500015;3,380046844;-31,88081551;69,90000153;17,60000038;8,699999809;1,959726334;1086,317749;0;91,42514038;30,21885681;36,28173065;25,89999962;25,89999962;47,5;12,27183628;29,89235687;22,62399673;57,8358078;25,89999962;25,89999962;47,5;12,27183628;29,89235687;22,62399673;57,8358078;30,21885681;36,28173065
CostaRica;1991;-897;-49,96368796;20,81272697;56,4;0,485074252;17,93518639;14,37383652;17,82506561;12,73351181;1859,499151;33782,49961;29,38400931;2,490782261;0,043281529;20,97198486;0,658996165;15,80000019;4,214452744;48,90000153;0,001535767;1465,235352;0,316876168;1,74E-05;0,03629994;25,80670183;909,4345703;14,95969276;102,8297043;44,63809586;27,93124962;7,497531117;5,152970828;-32,19896317;73,40000153;15,89999962;5,800000191;2,028109789;1138,219116;0;96,60381317;33,56068039;37,12203217;25,5;26,29999924;47,29999924;13,44004059;30,10009384;22,84089088;56,45986557;25,5;26,29999924;47,29999924;13,44004059;30,10009384;22,84089088;56,45986557;33,56068039;37,12203217
CostaRica;1992;-901,7333333;-50,39903866;19,63571739;55,13333333;0,499381185;20,23571777;15,60844421;19,72480583;14,25472425;1869,693611;33241,78137;29,24031455;2,635995388;0,050153896;20,15602493;0,600680351;15,80000019;4,669781685;48,09999847;0,00107306;1561,129639;0,309257047;1,92E-05;0,024493763;23,15353795;920,348999;20,04857389;106,1756706;53,22951662;14,56898366;7,288307394;4,744640994;-28,35864644;72;18,39999962;5,699999809;1,912357926;1172,393433;0,00111;101,9920502;35,21624756;39,84352112;24,10000038;26,20000076;48,90000153;13,34473324;30,89566994;23,34059906;55,75959778;24,10000038;26,20000076;48,90000153;13,34473324;30,89566994;23,34059906;55,75959778;35,21624756;39,84352112
CostaRica;1993;-875,8666667;-48,95042418;20,32369232;51,2;0,637104571;20,88383484;14,41756439;20,4992485;14,80062907;1867,397412;35339,41368;29,55830812;2,559582233;0,037351016;20,4890995;0,571678042;16,29999924;5,101906776;48,09999847;0,000570641;2300,990234;0,30188798;1,84E-05;0,025938207;27,47180557;1567,402344;21,04074802;102,7889612;52,99635993;16,05615897;7,375503288;4,467675636;-26,41144622;73,30000305;14,10000038;7,5;1,90277648;1232,910522;0,081509799;111,2916031;35,77347183;42,23974228;22,60000038;25,70000076;50,5;13,03534126;30,19454193;22,23913193;56,77011871;22,60000038;25,70000076;50,5;13,03534126;30,19454193;22,23913193;56,77011871;35,77347183;42,23974228
CostaRica;1994;-878,0666667;-48,36044367;19,65720749;52,06666667;0,631464005;20,04794502;14,47665882;19,54851532;13,93698218;1865,771837;32225,23437;28,67639208;2,818841219;0,053989902;21,52396774;0,57589227;16,29999924;5,391998291;48,90000153;0,00104191;2500,944336;0,589289414;1,94E-05;0,02367978;29,12087941;1268,445557;5,637193203;106,3117322;54,95648099;16,95379616;7,425898307;4,796408479;-27,33573461;70,90000153;16;8,899999619;1,928946853;1293,195679;0,279912502;128,7553253;35,56101608;41,13230515;21,39999962;26,10000038;51,59999847;13,39038181;29,55310059;21,73597336;57,05651855;21,39999962;26,10000038;51,59999847;13,39038181;29,55310059;21,73597336;57,05651855;35,56101608;41,13230515
CostaRica;1995;-883,0666667;-49,32734805;15,99872208;50,66666667;0,6457811;18,23941994;15,42939377;18,99535751;15,0102742;1860,809021;34966,01324;30,36737369;2,87558198;0,046944793;3,49168539;0,56589812;16,70000076;7,73290062;47,5;0,001143115;2542,658203;0,862405273;1,90E-05;0,02217984;29,07245102;1439,35437;6,094137192;103,6298447;50,08722687;16,86149255;7,557799816;3,49149704;-30,6089344;70,09999847;16,70000076;9,300000191;1,875194669;1301,082031;0,416829199;143,06987;37,55545044;40,3654747;21,60000038;24,10000038;53,5;13,69618797;29,60299492;21,83594513;56,70081711;21,60000038;24,10000038;53,5;13,69618797;29,60299492;21,83594513;56,70081711;37,55545044;40,3654747
CostaRica;1996;-893,1333333;-44,41424589;25,15999222;50;0,682600141;15,95764256;12,4863987;17,14052963;12,70084445;1872,905539;35638,91986;30,69103047;3,605074167;0,048123941;7,058870316;0,506567776;17;5,831328869;48,29999924;0,001990167;2660,824219;0,280352339;2,10E-05;0,018491579;19,81175548;1542,218262;4,085127831;104,3560093;62,40814652;18,58399623;7,745469254;5,827470982;-25,68232372;71,69999695;16,20000076;9,5;1,838932157;1241,119873;0,841057003;160,4212646;39,31493378;42,78617859;21,60000038;23,29999924;54;12,84740543;29,03699493;22,10590744;58,11560059;21,60000038;23,29999924;54;12,84740543;29,03699493;22,10590744;58,11560059;39,31493378;42,78617859
CostaRica;1997;-874,3333333;-44,2373109;29,20177841;50,66666667;0,725233257;18,08430672;14,24414253;18,04539299;14,26959737;1868,419067;34736,58794;28,96059893;3,171692133;0,034296989;9,521109581;0,512260616;17;6,642896175;48,29999924;0,002119421;2571,320313;1,913591404;2,10E-05;0,001325125;17,04350632;1526,499268;13,13825893;110,4108802;63,06069183;20,05628466;7,703668157;4,979820851;-27,21355356;69,90000153;16;10;1,506022215;1380,519531;1,640221357;204,7605743;40,74751663;44,58768463;20,60000038;23,60000038;55;12,99235249;28,928545;22,39369011;58,07910156;20,60000038;23,60000038;55;12,99235249;28,928545;22,39369011;58,07910156;40,74751663;44,58768463
CostaRica;1998;-865,9333333;-44,21556958;32,67185211;50;0,834370792;20,46619606;17,82082176;20,42135239;19,06472015;1849,118284;37226,65785;31,01669222;4,338418961;0,034043506;12,47533417;0,506280065;21;9,838937759;48;0,002268032;2590,653564;0,266637869;1,95E-05;0,001560735;20,96682332;1425,446045;43,65357208;104,3087387;56,8358345;16,34987259;7,700919137;4,867887974;-27,52934074;70,69999695;16,20000076;9,800000191;1,63003087;1305,192383;2,666378736;226,9581604;47,46390915;50,10928345;20,10000038;23;55,90000153;12,83325863;29,80093002;23,03269958;57,36581039;20,10000038;23;55,90000153;12,83325863;29,80093002;23,03269958;57,36581039;47,46390915;50,10928345
CostaRica;1999;-869,8;-43,99979194;28,88395309;51,86666667;0,824053347;17,03124428;22,84902573;17,97845268;16,62716293;1860,880226;36627,36425;31,45874433;3,921607733;0,031675644;14,96959972;0,491254687;22;8,329222679;48,30652027;0,001949538;2775,713623;2,082305627;1,80E-05;0,007476308;39,92805494;1458,394897;63,36005783;108,2560196;57,10027313;16,0248394;7,960192991;4,867881298;-27,29734993;75;12,69999981;8,199999809;1,771619558;1451,367065;3,904323339;244,8726501;51,74490356;45,92712402;19,70000076;23,20000076;56,29999924;10,5417757;35,10229492;29,00554848;54,35593033;19,70000076;23,20000076;56,29999924;10,5417757;35,10229492;29,00554848;54,35593033;51,74490356;45,92712402
CostaRica;2000;-883,6666667;-44,11052264;32,39834595;50;0,76745373;16,91174316;19,76846313;17,78297997;16,34335327;1863,858194;32714,66536;29,24932767;2,562076092;0,053016264;16,98873329;0,539640546;22;6,181085587;50,09999847;0,003125068;2543,716309;1,780779485;2,04E-05;0,001536443;14,79628408;1516,460938;51,64186096;107,9498444;60,52240372;16,18746376;8,075099945;4,393946648;-24,94075394;76,09999847;13,80000019;7,099999905;1,675560594;1516,715332;5,800252914;282,4692688;48,62292099;45,76620102;20,39999962;22,29999924;56,5;9,456535339;32,08413315;25,33209419;58,45933151;20,39999962;22,29999924;56,5;9,456535339;32,08413315;25,33209419;58,45933151;48,62292099;45,76620102
CostaRica;2001;-887,4;-43,97803574;34,03916931;52,26666667;0,706561446;20,30787659;17,25399017;18,30105782;16,94384003;1846,162292;33901,77059;29,15453774;2,806573629;0,058148816;19,41441154;0,584281027;22;8,033450127;49,88370514;0,002988478;2380,908447;0,74683453;2,24E-05;0,005567246;18,04709828;1280,323364;36,37314606;108,3478317;65,19846344;20,06960106;8,183953297;4,706122875;-24,31441689;71,59999847;15,19999981;10;1,96296227;1540,968628;9,559482574;316,6314697;41,47719955;44,53108597;15,60000038;23,29999924;60,5;8,800702095;29,74857712;21,87366486;61,45072174;15,60000038;23,29999924;60,5;8,800702095;29,74857712;21,87366486;61,45072174;41,47719955;44,53108597
CostaRica;2002;-882,6;-46,27902373;37,39787674;50;0,739205062;22,62125015;17,37432861;18,86075592;17,37368584;1878,390506;33115,72671;28,75018215;3,914368391;0,202141911;22,21547318;0,756478012;22;7,951891899;49,84411621;0,003036859;2278,135986;0,731656996;2,17E-05;0,010020316;15,50128509;1242,109741;36,56636047;107,6041641;66,40019226;18,96385002;8,20616294;5,069242954;-22,59584999;69,59999847;17,20000076;9,399999619;2,162732363;1548,917847;19,89485168;375,6970825;42,38635635;47,63327789;15,89999962;22,5;61,09999847;8,53584671;29,09294128;21,52077103;62,37121201;15,89999962;22,5;61,09999847;8,53584671;29,09294128;21,52077103;62,37121201;42,38635635;47,63327789
CostaRica;2003;-889,4666667;-42,81908757;39,98007202;50;0,78595227;20,64338875;18,77721977;19,16166687;17,82045592;1870,57519;34748,56422;29,56996655;3,282786369;0,153804347;24,32954788;0,869837403;24,60000038;7,468177795;48,98909378;0,003646126;2185,026367;1,435313948;2,13E-05;0,002614523;27,89944891;1173,369141;44,79792786;107,6338348;69,82731628;18,95970726;8,138458597;5,061673641;-22,59614372;68,30000305;19,29999924;9,100000381;2,388581991;1664,246582;20,33361435;463,4920654;46,66910934;48,53527451;15,10000038;22,20000076;62,09999847;8,748585701;28,62327766;21,16054726;62,62813568;15,10000038;22,20000076;62,09999847;8,748585701;28,62327766;21,16054726;62,62813568;46,66910934;48,53527451
CostaRica;2004;-877;-46,79999924;42,70413589;50;0,783610702;23,12982941;19,90502167;18,61551476;17,50905991;1876,495865;31818,7988;28,15111357;4,268997192;0,325757861;24,9098053;1,058807015;24,39999962;7,874528408;47,94616318;0,002761774;2220,195557;0;2,00E-05;0,002755415;20,11399615;1176,116211;35,68180084;111,8546066;77,37255096;25,33796692;8,20433715;4,894585133;-22,34570503;62,09999847;24,10000038;9,800000191;2,489958286;1665,968872;20,7923069;532,4420776;46,25595474;49,48076248;14,80000019;22;62,59999847;8,623275757;29,52799416;21,74482536;61,84873199;14,80000019;22;62,59999847;8,623275757;29,52799416;21,74482536;61,84873199;46,25595474;49,48076248
CostaRica;2005;-877;-46,79999924;43,46852493;50;0,84305203;24,34646416;18,87216187;18,73570442;17,67568207;1861,805233;33876,34072;29,18709738;4,312773705;-0,215188608;27,13198662;0,769393027;23,49593755;8,327630997;47,18884659;0,002848783;2296,249756;0,693102834;2,43E-05;0,000513702;18,61186871;1254,054077;37,97929764;109,4950485;79,19880676;25,33772659;8,125200272;4,160460671;-21,34284782;64;20,5;12;2,324431658;1718,432983;21,31291199;575,2310181;48,50005341;53,97435379;15,19999981;21,5;62,79999924;8,731489182;29,15280724;21,71271896;62,11570358;15,19999981;21,5;62,79999924;8,731489182;29,15280724;21,71271896;62,11570358;48,50005341;53,97435379
CostaRica;2006;-877;-46,79999924;43,26551437;40;0,887825251;26,41720581;20,26895905;19,90888977;18,98119545;1882,405664;32675,28446;29,40209708;6,521615028;0,435423106;30,09994888;1,16699636;25,20000076;8,228456497;49,16828918;0,003883522;2734,022461;1,137469781;2,48E-05;0;21,22338588;1506,01001;44,67316818;111,112648;85,87601471;23,04073428;8,271727808;4,654421806;-19,70727921;65,09999847;25,70000076;6,5;2,483088732;1802,207153;27,62632179;630,8912964;49,12905884;55,2773056;14;21,70000076;63,90000153;8,974306107;29,10738754;21,59524727;61,91830826;14;21,70000076;63,90000153;8,974306107;29,10738754;21,59524727;61,91830826;49,12905884;55,2773056
CostaRica;2007;-877;-24,29999924;47,49340439;40;0,861713886;24,61648369;19,78967094;21,79385948;20,4407711;1881,731436;36011,98831;29,99358024;7,218519688;0,999346793;33,51239014;2,001792908;25,53336525;8,361925125;48,23282836;0,002005941;2636,145996;0,672829458;1,85E-05;0;19,17918954;1319,194336;45,35964584;109,6432114;87,49901581;22,28692745;8,860423882;4,743450642;-19,4940033;65,19999695;27,29999924;6,400000095;2,259800911;1862,616333;30,27732658;660,4749756;48,80936813;53,63618088;13,19999981;22,20000076;64,19999695;8,706998825;28,76605415;20,89452553;62,52694702;13,19999981;22,20000076;64,19999695;8,706998825;28,76605415;20,89452553;62,52694702;48,80936813;53,63618088
CostaRica;2008;-877;-24,29999924;53,89927673;50;0,851278961;36,84270859;27,11151695;32,57941818;30,37538338;1892,296513;40446,1192;32,61026552;6,776838779;0,01983086;36,27512741;1,782431841;27,21941866;8,140069962;51,92632854;0,002097073;4125,278879;0,885126894;2,62E-05;0,002107363;13,57130679;1924,61714;38,64636612;109,8667603;89,20154572;25,79819884;8,763683799;5,043979645;-18,97452545;65,0778569;25,34734442;8,707963265;1,831725478;1790,964305;32,30713272;735,6074829;45,85163879;55,58283234;12,04636315;22,49210315;65,47195961;7,292602539;29,0398922;20,77895355;63,66750717;12,04636315;22,49210315;65,47195961;7,292602539;29,0398922;20,77895355;63,66750717;45,85163879;55,58283234
DominicanRepublic;1985;-575,3333333;-40,13447871;55,79564285;58;0,456139922;17,59607124;8,646053314;17,2636261;12,93036461;1860,946761;25239,50518;25,39486442;0,653821647;-9,261300378;4,779038906;2,642868676;43,81193525;1,024633408;45,25760406;0,001627158;283,5252032;0;3,07E-06;0;22,89517642;147,306395;2,248820099;117,375679;48,98579407;16,57860079;5,515900135;1,492166519;-43,42718124;99,24519493;1,996308221;8,506690069;1,059650217;464,4000244;0;21,65291405;28,15244102;37,10245895;18,31682974;26,52805714;54,40237761;13,10040855;18,05525398;12,25974083;68,84433746;18,31682974;26,52805714;54,40237761;13,10040855;18,05525398;12,25974083;68,84433746;28,15244102;37,10245895
DominicanRepublic;1986;-561,4666667;-37,17229608;62,54692078;56,26666667;0,407533497;19,77593803;10,67107964;19,29676819;16,00893211;1828,597463;31620,37297;28,64483996;0,746097684;-5,642559711;6,5641675;2,299446126;43,63786441;0,914168179;47;0,001727478;304,6546053;0,147446471;1,33E-06;0;19,90527534;134,3135713;2,177344422;107,3294497;48,76279966;19,53662622;5,749094847;1,316973285;-41,65084335;98,99085021;1,157967316;10,48969291;1,012630061;471,6812744;0;21,85156822;24,35965347;33,46451187;18,1137197;26,34249969;54,81430913;17,36714554;23,66611099;12,67666721;58,96674347;18,1137197;26,34249969;54,81430913;17,36714554;23,66611099;12,67666721;58,96674347;24,35965347;33,46451187
DominicanRepublic;1987;-561,4;-36,8889622;59,98870468;57,73333333;0,405529022;24,22914124;12,36860657;23,70467186;16,24381828;1881,209917;28362,21984;26,43831314;1,420098424;-5,00989806;7,307921886;2,883630306;45,62437412;0,764950514;48,51496466;0,001845888;222,6819379;0;1,01E-06;0;25,7534267;113,9826866;1,302870722;105,1123245;49,53598797;20,36780819;5,830648579;1,705315559;-41,10661711;97,97535599;1,598296639;9,573786025;1,010001606;465,0321655;0;26,8503839;25,56401634;37,42455292;18,19926912;25,68132473;55,52790668;11,8686285;20,69756508;12,79258633;67,43380737;18,19926912;25,68132473;55,52790668;11,8686285;20,69756508;12,79258633;67,43380737;25,56401634;37,42455292
DominicanRepublic;1988;-538,6;-37,35031466;52,23493958;56,86666667;0,615217268;24,5506134;15,82403755;24,28425598;16,78604507;1879,739904;31665,74803;28,344043;1,854548812;-2,509726729;9,797122002;3,264582915;45,00214791;0,862083316;48,5353816;0,00117123;253,9837821;0;8,48E-07;0;18,90805553;113,237428;1,9060171;87,92032623;63,2252121;22,49118687;5,782537444;1,156155375;-36,38609302;98,11297563;3,40542971;8,336394155;1,085594168;369,8479004;0;26,33627204;33,02072906;41,74730682;20,23531697;23,8288626;55,55273401;15,74709606;25,43729973;12,11244869;58,81560516;20,23531697;23,8288626;55,55273401;15,74709606;25,43729973;12,11244869;58,81560516;33,02072906;41,74730682
DominicanRepublic;1989;-527,4666667;-38,53590467;54,21834183;54,8;0,502035737;28,47569275;17,41729736;28,23933411;18,07444763;1894,686555;34578,43134;29,96080237;1,333782554;-0,987068319;6,848367214;2,505249369;46,5180676;0,83053571;51,5;0,001263042;269,857181;0,276845242;8,31E-07;0;22,56758595;121,7519052;2,121968887;97,61464126;45,95648323;18,65924092;5,725910907;0,890621504;-37,65122775;95,04870676;4,9089846;8,467234716;1,052294002;325,0162964;0;28,99034829;33,46839905;44,52679825;20,25689726;22,45158176;57,60875953;13,82777691;31,89435959;17,66840744;54,27786255;20,25689726;22,45158176;57,60875953;13,82777691;31,89435959;17,66840744;54,27786255;33,46839905;44,52679825
DominicanRepublic;1990;-527,0666667;-36,70911874;46,11680222;51;0,398577482;25,14078522;15,27598381;24,94129944;19,04129982;1867,787973;31436,45893;28,58026993;1,415080547;-1,505157477;6,089748383;2,465538735;44,70000076;1,288368464;49,12721415;0,001160827;298,0285694;0,135617739;9,49E-07;0;21,12679237;134,7339132;1,702163625;99,58933539;49,2966841;21,90968767;5,958099842;1,275752371;-37,1360056;90,40547119;7,622748845;8,030020634;1,224188379;378,5090942;0;46,70227051;33,82642365;43,69122314;20,58017019;22,3744609;56,35226132;13,42282581;31,41139793;17,95913887;55,1657753;20,58017019;22,3744609;56,35226132;13,42282581;31,41139793;17,95913887;55,1657753;33,82642365;43,69122314
DominicanRepublic;1991;-536,5333333;-38,1639696;27,03256989;52,93333333;0,381751746;16,728405;13,79028702;14,55536079;10,0170371;1855,48053;28107,19148;26,51509908;1,491097212;-1,236644472;8,623716971;2,450716353;45,5;0,598068237;49,48144021;0,00154135;353,677255;0,265808097;1,46E-06;0;21,40899666;125,2590264;2,796086104;99,46266434;50,92525305;22,27337763;5,825003299;1,302319559;-36,42692851;86,40000153;9,759882603;8,899999619;1,125339085;387,8140259;0;55,30762482;40,11885834;43,0569725;20,29999924;22,89999962;56,59999847;13,34080029;36,36044693;28,35861969;50,29875183;20,29999924;22,89999962;56,59999847;13,34080029;36,36044693;28,35861969;50,29875183;40,11885834;43,0569725
DominicanRepublic;1992;-524,6666667;-37,23257132;27,08224869;55,2;0,392056912;18,08059311;11,15697098;15,69865513;11,77871944;1827,016982;27245,42358;26,77531888;1,593410134;-0,008867057;8,67290085;3,2788558;46,5;0,560218632;49;0,001592171;284,2419453;0;6,51E-07;0;21,71217164;136,3539648;2,623883332;105,4593671;52,00334824;22,525044;6,106871734;1,33243978;-36,17580212;83,40000153;10,25842102;10,80000019;1,08436827;525,6935425;0;63,40502167;37,07286835;43,99649429;18,70000076;22,29999924;58,70000076;12,53562546;35,83616257;27,43151665;51,62821198;18,70000076;22,29999924;58,70000076;12,53562546;35,83616257;27,43151665;51,62821198;37,07286835;43,99649429
DominicanRepublic;1993;-548,4;-37,89293185;27,0024128;53,93333333;0,614623666;18,45213318;13,14644241;16,21558189;12,13387783;1856,588068;29050,45814;27,50949075;1,479316831;0,082054019;10,16810892;3,004256556;47,40000153;0,498292506;49,20569368;0,000354489;334,5743154;0,127767308;1,15E-06;0;21,11260129;137,785966;2,094030876;101,8073159;52,01214544;23,73933564;5,999830645;1,392240345;-35,57913598;83,40000153;10,75308869;10,89999962;1,165796067;494,4595032;0;69,03842926;36,74082947;42,04652023;16,89999962;23,89999962;59,09999847;11,23150921;35,70786285;26,6474247;53,0606308;16,89999962;23,89999962;59,09999847;11,23150921;35,70786285;26,6474247;53,0606308;36,74082947;42,04652023
